2023-12-26 16:56:49,964635576,Влад,Казаков,rejoller,абан
2023-12-26 16:57:57,964635576,Влад,Казаков,rejoller,абан
2023-12-26 17:01:12,964635576,Влад,Казаков,rejoller,абан
2023-12-26 17:02:25,964635576,Влад,Казаков,rejoller,ачинск
2023-12-26 17:06:34,964635576,Влад,Казаков,rejoller,абан
2023-12-26 17:07:50,964635576,Влад,Казаков,rejoller,абан
2023-12-26 17:33:28,964635576,Влад,Казаков,rejoller,абан
2023-12-26 17:35:29,964635576,Влад,Казаков,rejoller,абан
2023-12-26 17:36:16,964635576,Влад,Казаков,rejoller,абан
2023-12-26 17:37:11,964635576,Влад,Казаков,rejoller,абан
2023-12-26 17:38:32,964635576,Влад,Казаков,rejoller,ачинск
2023-12-26 17:42:09,964635576,Влад,Казаков,rejoller,ачинск
2023-12-26 17:50:11,964635576,Влад,Казаков,rejoller,абан
2023-12-26 17:53:10,964635576,Влад,Казаков,rejoller,абан
2023-12-26 17:57:31,964635576,Влад,Казаков,rejoller,абан
2023-12-26 17:58:43,964635576,Влад,Казаков,rejoller,абан
2023-12-26 18:02:49,964635576,Влад,Казаков,rejoller,абан
2023-12-26 18:03:59,964635576,Влад,Казаков,rejoller,ачинск
2023-12-27 09:02:47,964635576,Влад,Казаков,rejoller,абан
2023-12-27 09:13:48,964635576,Влад,Казаков,rejoller,абан
2023-12-27 09:19:47,964635576,Влад,Казаков,rejoller,абан
2023-12-27 09:21:16,964635576,Влад,Казаков,rejoller,абан
2023-12-27 09:24:09,964635576,Влад,Казаков,rejoller,ачинск
2023-12-27 09:25:45,964635576,Влад,Казаков,rejoller,ачинск
2023-12-27 09:59:36,964635576,Влад,Казаков,rejoller,абан
2023-12-27 10:00:10,964635576,Влад,Казаков,rejoller,ачинск
2023-12-27 10:04:19,964635576,Влад,Казаков,rejoller,абан
2023-12-27 10:06:25,964635576,Влад,Казаков,rejoller,березовка
2023-12-27 10:08:04,964635576,Влад,Казаков,rejoller,ярцево
2023-12-27 10:09:03,964635576,Влад,Казаков,rejoller,ярцево
2023-12-27 10:09:48,964635576,Влад,Казаков,rejoller,ярцево
2023-12-27 10:10:27,964635576,Влад,Казаков,rejoller,ярцево
2023-12-27 10:11:20,964635576,Влад,Казаков,rejoller,ярцево
2023-12-27 10:12:21,964635576,Влад,Казаков,rejoller,ярцево
2023-12-27 10:14:30,964635576,Влад,Казаков,rejoller,ярцево
2023-12-27 10:20:26,964635576,Влад,Казаков,rejoller,ярцево
2023-12-27 10:23:41,964635576,Влад,Казаков,rejoller,ярцево
2023-12-27 10:25:32,964635576,Влад,Казаков,rejoller,ярцево
2023-12-27 10:33:47,964635576,Влад,Казаков,rejoller,ярцево
2023-12-27 10:37:20,964635576,Влад,Казаков,rejoller,ярцево
2023-12-27 10:38:47,964635576,Влад,Казаков,rejoller,Ярцево
2023-12-27 10:45:25,964635576,Влад,Казаков,rejoller,ярцево
2023-12-27 10:46:31,964635576,Влад,Казаков,rejoller,ярцево
2023-12-27 10:50:36,964635576,Влад,Казаков,rejoller,ярцево
2023-12-27 10:51:07,964635576,Влад,Казаков,rejoller,абан
2023-12-27 10:57:22,964635576,Влад,Казаков,rejoller,абан
2023-12-27 11:00:18,964635576,Влад,Казаков,rejoller,ачинск
2023-12-27 11:01:21,964635576,Влад,Казаков,rejoller,ачинск
2023-12-27 11:04:15,964635576,Влад,Казаков,rejoller,абан
2023-12-27 11:05:47,964635576,Влад,Казаков,rejoller,ачинск
2023-12-27 11:26:19,964635576,Влад,Казаков,rejoller,абан
2023-12-27 11:33:42,964635576,Влад,Казаков,rejoller,ярцево
2023-12-27 11:34:49,964635576,Влад,Казаков,rejoller,ярцево
2023-12-27 11:36:28,964635576,Влад,Казаков,rejoller,березовка
2023-12-27 14:44:51,964635576,Влад,Казаков,rejoller,березовка
2023-12-27 14:45:09,964635576,Влад,Казаков,rejoller,зотино
2023-12-27 14:45:37,964635576,Влад,Казаков,rejoller,большые сыры
2023-12-27 14:45:49,964635576,Влад,Казаков,rejoller,большие сыры
2023-12-27 14:47:03,964635576,Влад,Казаков,rejoller,большие сыр
2023-12-27 14:49:18,964635576,Влад,Казаков,rejoller,большие сыр
2023-12-27 14:49:25,964635576,Влад,Казаков,rejoller,Большой Сереж
2023-12-27 14:49:35,964635576,Влад,Казаков,rejoller,/otpusk
2023-12-27 14:49:51,964635576,Влад,Казаков,rejoller,/votes
2023-12-27 15:00:52,964635576,Влад,Казаков,rejoller,/start
2023-12-27 15:13:03,964635576,Влад,Казаков,rejoller,/votes
2023-12-27 15:21:31,964635576,Влад,Казаков,rejoller,/votes
2023-12-27 15:23:37,964635576,Влад,Казаков,rejoller,/votes
2023-12-27 15:27:41,964635576,Влад,Казаков,rejoller,/votes
2023-12-27 15:34:13,964635576,Влад,Казаков,rejoller,/otpusk
2023-12-27 15:59:46,964635576,Влад,Казаков,rejoller,/otpusk
2023-12-27 17:11:27,964635576,Влад,Казаков,rejoller,/otpusk
2023-12-27 17:12:31,964635576,Влад,Казаков,rejoller,/otpusk
2023-12-27 17:33:42,964635576,Влад,Казаков,rejoller,ачинск
2023-12-27 17:33:57,964635576,Влад,Казаков,rejoller,ачин
2023-12-27 17:34:08,964635576,Влад,Казаков,rejoller,березовка
2023-12-27 17:34:24,964635576,Влад,Казаков,rejoller,усть каначуль
2023-12-27 17:34:43,964635576,Влад,Казаков,rejoller,степановка
2023-12-27 17:34:57,964635576,Влад,Казаков,rejoller,ивановка
